1,K09306D00001,1,6203330099,男式夹克,11,11,美元
2,K09306D00001,2,508001090,海螺壳,35,35,美元
3,K09306D00001,3,6110909051,女式麻棉针织衫,11,11,美元
4,K09306D00001,4,1211903999,苍术,35,35,美元
5,K09306D00001,5,1211903999,细辛,35,35,美元
6,K09306D00001,6,1211903999,半夏,35,35,美元
7,K09306D00001,7,85045000,线圈,7,7,美元
8,K09306D00001,8,62029310,女式羽绒夹克,11,11,美元
9,K09306D00001,9,62029310,童羽绒夹克,11,11,美元
10,K09306D00001,10,6204230099,女童套装,6,6,美元
11,K09306D00001,11,6110909059,毛衫,11,11,美元
12,K09306D00001,12,307919290,活沙蚕,35,35,美元
13,K09306D00001,13,6204330090,童上衣,11,11,美元
14,K09306D00001,14,6204230099,童套装,6,6,美元
15,K09306D00001,15,6202939090,童棉夹克,11,11,美元
16,K09306D00001,16,6204530090,女童裙,11,11,美元
17,K09306D00001,17,6204630092,童短裤,15,15,美元
18,K09306D00001,18,6211430021,女童连衣服,11,11,美元
19,K09306D00001,19,6204630029,童长裤,15,15,美元
20,K09306D00001,20,6202939010,男棉马甲,11,11,美元
21,K09306D00001,21,6201939090,男式上衣,11,11,美元
22,K09306D00001,22,54074200,尼龙布,30,30,美元
23,K09306D00001,23,6204330090,女式上衣,11,11,美元
24,K09306D00001,24,6204330090,女式夹克,11,11,美元
25,K09306D00001,25,6203439069,男童裤,15,15,美元
26,K09306D00001,26,6203499099,男式短裤,15,15,美元
27,K09306D00001,27,6202939090,女式防寒上衣,11,11,美元
28,K09306D00001,28,6202139090,女式大衣,11,11,美元
29,K09306D00001,29,55142200,涤棉斜纹布,30,30,美元
30,K09306D00001,30,5808900090,织带,35,35,美元
31,K09306D00001,31,48211000,吊牌,35,35,美元
32,K09306D00001,32,5807100020,商标,35,35,美元
33,K09306D00001,33,6203199029,男式西服套装,6,6,美元
34,K09306D00001,34,6110909051,女式麻棉针织衫,127,11,美元
35,K09306D00001,35,85049090,骨架,7,35,日本元
36,K09306D00001,36,85049090,磁芯,7,35,日本元
37,K09306D00001,37,6204230099,童套装,6,6,美元
38,K09306D00001,38,6203499099,男童短裤,15,15,美元
39,K09306D00001,39,6203429069,男童裤,11,15,美元
40,K09306D00001,40,12119019,半夏,35,35,美元
41,K09306D00001,41,54074200,尼龙布,35,30,美元
42,K09306D00001,42,85045000,线圈,7,7,日本元
43,K09306D00001,43,62045200,全棉女裙半成品,11,11,美元
44,K09306D00001,44,6204599099,女裙/化纤100%,11,11,美元
45,K09306D00001,45,6203439079,男棉长裤,15,15,欧元
46,K09306D00001,46,6204630029,女棉长裤,15,15,欧元
47,K09306D00001,47,6202939090,女棉夹克,11,11,欧元
48,K09306D00001,48,6204630029,童棉长裤,15,15,欧元
49,K09306D00001,49,6202939090,女童棉夹克,11,11,欧元
50,K09306D00001,50,6201939090,男棉夹克,11,11,欧元
51,K09306D00001,51,6211430021,童连衣服,11,11,欧元
52,K09306D00001,52,6110300041,儿童套装晴纶针织衫,11,11,美元
53,K09306D00001,54,6203310090,毛制男式上衣,11,11,美元
54,K09306D00001,55,6203410022,毛制男士裤子,15,15,美元
55,K09306D00001,56,5808900090,织带,30,35,美元
56,K09306D00001,57,48211000,吊牌,7,35,美元
57,K09306D00001,58,5807100020,商标,7,35,美元
58,K09306D00001,59,6205200099,衬衫,11,11,美元
